,age,mar
0,0.0,17.264672192895727
1,0.1,17.264672192895727
2,0.2,17.264672192895727
3,0.30000000000000004,14.248875251477457
4,0.4,14.248875251477457
5,0.5,11.40949054434833
6,0.6000000000000001,11.40949054434833
7,0.7000000000000001,11.40949054434833
8,0.8,11.40949054434833
9,0.9,11.40949054434833
10,1.0,11.40949054434833
11,1.1,11.40949054434833
12,1.2000000000000002,11.40949054434833
13,1.3,11.40949054434833
14,1.4000000000000001,11.40949054434833
15,1.5,11.40949054434833
16,1.6,11.40949054434833
17,1.7000000000000002,11.40949054434833
18,1.8,11.40949054434833
19,1.9000000000000001,11.40949054434833
20,2.0,13.648110778873287
21,2.1,13.648110778873287
22,2.2,13.648110778873287
23,2.3000000000000003,13.648110778873287
24,2.4000000000000004,18.615455314067944
25,2.5,15.154687337120544
26,2.6,15.154687337120544
27,2.7,15.154687337120544
28,2.8000000000000003,15.154687335046367
29,2.9000000000000004,10.484052929396265
30,3.0,10.484052929396265
31,3.1,10.484052929396265
32,3.2,10.484052929396265
33,3.3000000000000003,10.484052929396265
34,3.4000000000000004,10.484052929396265
35,3.5,10.484052929396265
36,3.6,10.484052929396265
37,3.7,10.484052929396265
38,3.8000000000000003,7.9100669151578735
39,3.9000000000000004,7.9100669151578735
40,4.0,27.12257881490545
41,4.1000000000000005,27.12257881490545
42,4.2,27.12257881490545
43,4.3,27.12257881490545
44,4.4,27.12257881490545
45,4.5,27.12257881490545
46,4.6000000000000005,27.12257881490545
47,4.7,27.12257881490545
48,4.800000000000001,27.12257881490545
49,4.9,27.12257881490545
50,5.0,27.12257881490545
51,5.1000000000000005,27.12257881490545
52,5.2,23.331363970328493
53,5.300000000000001,23.331363970328493
54,5.4,23.331363970328493
55,5.5,23.331363970328493
56,5.6000000000000005,8.944618970902889
57,5.7,8.944618970902889
58,5.800000000000001,8.944618970902889
59,5.9,8.944618970902889
60,6.0,8.944618970902889
61,6.1000000000000005,8.944618970902889
62,6.2,8.944618970902889
63,6.300000000000001,8.944618970902889
64,6.4,8.944618970902889
65,6.5,8.944618970902889
66,6.6000000000000005,8.944618970902889
67,6.7,8.944618970902889
68,6.800000000000001,8.944618970902889
69,6.9,8.944618970902889
70,7.0,8.944618970902889
71,7.1000000000000005,8.944618970902889
72,7.2,8.944618970902889
73,7.300000000000001,8.944618970902889
74,7.4,8.944618970902889
75,7.5,8.944618970902889
76,7.6000000000000005,8.944618970902889
77,7.7,8.944618970902889
78,7.800000000000001,8.944618970902889
79,7.9,8.944618970902889
80,8.0,8.944618970902889
81,8.1,8.944618970902889
82,8.200000000000001,7.806377037346604
83,8.3,10.67510308939413
84,8.4,10.67510308939413
85,8.5,10.67510308939413
86,8.6,10.67510308939413
87,8.700000000000001,10.67510308939413
88,8.8,10.67510308939413
89,8.9,10.67510308939413
90,9.0,10.67510308939413
91,9.1,10.67510308939413
92,9.200000000000001,10.67510308939413
93,9.3,10.67510308939413
94,9.4,10.67510308939413
95,9.5,10.67510308939413
96,9.600000000000001,9.599358514207704
97,9.700000000000001,9.599358514207704
98,9.8,9.599358514207704
99,9.9,9.599358514207704
100,10.0,9.599358514207704
101,10.100000000000001,9.599358514207704
102,10.200000000000001,9.599358514207704
103,10.3,9.599358514207704
104,10.4,9.599358514207704
105,10.5,9.599358514207704
106,10.600000000000001,3.0011872895848533
107,10.700000000000001,3.0011872895848533
108,10.8,3.0011872895848533
109,10.9,8.552218292769188
110,11.0,8.552218292769188
111,11.100000000000001,8.552218292769188
112,11.200000000000001,8.552218292769188
113,11.3,8.552218292769188
114,11.4,8.552218292769188
115,11.5,8.552218292769188
116,11.600000000000001,8.552218292769188
117,11.700000000000001,8.552218292769188
118,11.8,8.552218292769188
119,11.9,11.284953301939098
120,12.0,11.572577755704463
121,12.100000000000001,11.572577755704463
122,12.200000000000001,11.572577755704463
123,12.3,11.572577755704463
124,12.4,11.572577755704463
125,12.5,11.572577755704463
126,12.600000000000001,11.572577755704463
127,12.700000000000001,11.572577755704463
128,12.8,11.572577755704463
129,12.9,11.572577755704463
130,13.0,11.572577755704463
131,13.100000000000001,11.572577755704463
132,13.200000000000001,11.572577755704463
133,13.3,11.572577755704463
134,13.4,11.572577755704463
135,13.5,11.572577755704463
136,13.600000000000001,6.7407819607538535
137,13.700000000000001,6.7407819607538535
138,13.8,6.7407819607538535
139,13.9,6.7407819607538535
140,14.0,6.7407819607538535
141,14.100000000000001,6.7407819607538535
142,14.200000000000001,6.7407819607538535
143,14.3,6.7407819607538535
144,14.4,6.7407819607538535
145,14.5,6.7407819607538535
146,14.600000000000001,6.7407819607538535
147,14.700000000000001,6.7407819607538535
148,14.8,6.7407819607538535
149,14.9,6.7407819607538535
150,15.0,6.247796177870863
151,15.100000000000001,6.247796177870863
152,15.200000000000001,6.247796177870863
153,15.3,6.247796177870863
154,15.4,6.247796177870863
155,15.5,6.247796177870863
156,15.600000000000001,6.247796177870863
157,15.700000000000001,6.247796177870863
158,15.8,6.247796177870863
159,15.9,9.199364864441735
160,16.0,9.199364864441735
161,16.1,9.199364864441735
162,16.2,9.199364864441735
163,16.3,9.199364864441735
164,16.400000000000002,9.199364864441735
165,16.5,9.199364864441735
166,16.6,9.199364864441735
167,16.7,9.199364864441735
168,16.8,9.199364864441735
169,16.900000000000002,9.199364864441735
170,17.0,9.199364864441735
171,17.1,9.199364864441735
172,17.2,9.199364864441735
173,17.3,9.199364864441735
174,17.400000000000002,9.199364864441735
175,17.5,9.199364864441735
176,17.6,9.199364864441735
177,17.7,9.199364864441735
